用户ID,肤质,R值,F值,M值,R评分,F评分,M评分,综合得分,用户分类
U00037885,敏感肌,135,1,817.0,2,2,4,2.8,高价值沉睡用户
U00037886,干性/混干,45,3,2459.0,4,4,5,4.4,核心价值用户
U00037887,敏感肌,98,2,1266.0,2,3,4,3.1,潜力发展用户
U00037888,中性,22,8,6482.0,5,5,5,5.0,核心价值用户
U00037889,油性/混油,86,2,1049.3400000000001,3,3,4,3.4,潜力发展用户
U00037890,干性/混干,9,4,1094.0,5,4,4,4.300000000000001,核心价值用户
U00037891,干性/混干,21,2,1932.76,5,3,5,4.4,核心价值用户
U00037892,中性,137,3,3384.0,2,4,5,3.8,潜力发展用户
U00037893,干性/混干,86,4,946.1,3,4,4,3.6999999999999997,潜力发展用户
U00037894,油性/混油,25,6,4469.4,5,5,5,5.0,核心价值用户
U00037896,敏感肌,140,3,4106.0,2,4,5,3.8,潜力发展用户
U00037897,中性,21,4,3030.31,5,4,5,4.7,核心价值用户
U00037898,敏感肌,175,1,1554.0,2,2,5,3.2,潜力发展用户
U00037899,油性/混油,94,3,816.0,2,4,4,3.4,潜力发展用户
U00037900,敏感肌,66,1,189.0,3,2,1,1.9,低价值/流失用户
U00037901,油性/混油,133,5,4258.0,2,5,5,4.1,核心价值用户
U00037902,干性/混干,358,1,269.0,1,2,2,1.7,低价值/流失用户
U00037903,干性/混干,83,3,3916.0,3,4,5,4.1,核心价值用户
U00037904,敏感肌,9,4,2918.64,5,4,5,4.7,核心价值用户
U00037905,干性/混干,224,1,594.0,1,2,3,2.1,高价值沉睡用户
U00037906,油性/混油,134,2,866.0,2,3,4,3.1,潜力发展用户
U00037907,敏感肌,110,2,665.0,2,3,3,2.7,高价值沉睡用户
U00037908,敏感肌,10,6,3763.0,5,5,5,5.0,核心价值用户
U00037909,油性/混油,286,1,1210.22,1,2,4,2.5,高价值沉睡用户
U00037910,中性,249,2,2144.0,1,3,5,3.2,潜力发展用户
U00037911,敏感肌,309,1,658.0,1,2,3,2.1,高价值沉睡用户
U00037912,干性/混干,43,7,6899.0,4,5,5,4.7,核心价值用户
U00037913,油性/混油,209,1,396.0,1,2,2,1.7,低价值/流失用户
U00037914,干性/混干,57,4,2327.15,4,4,5,4.4,核心价值用户
U00037915,油性/混油,109,4,2396.62,2,4,5,3.8,潜力发展用户
U00037916,干性/混干,6,5,3015.0,5,5,5,5.0,核心价值用户
U00037917,油性/混油,87,2,1355.0,3,3,4,3.4,潜力发展用户
U00037918,敏感肌,176,1,309.0,2,2,2,2.0,高价值沉睡用户
U00037919,油性/混油,100,3,1609.35,2,4,5,3.8,潜力发展用户
U00037920,干性/混干,130,3,1063.99,2,4,4,3.4,潜力发展用户
U00037922,敏感肌,49,4,3077.0,4,4,5,4.4,核心价值用户
U00037923,干性/混干,128,1,159.0,2,2,1,1.6,低价值/流失用户
U00037924,油性/混油,55,2,1736.0,4,3,5,4.1,核心价值用户
U00037925,油性/混油,9,1,428.0,5,2,3,3.3000000000000003,潜力发展用户
U00037926,干性/混干,11,3,783.27,5,4,3,3.9000000000000004,潜力发展用户
U00037927,油性/混油,90,3,1663.0,3,4,5,4.1,核心价值用户
U00037928,干性/混干,58,5,3500.43,4,5,5,4.7,核心价值用户
U00037929,干性/混干,6,5,1383.0,5,5,4,4.6,核心价值用户
U00037930,中性,128,3,2549.4,2,4,5,3.8,潜力发展用户
U00037931,敏感肌,106,1,1147.0,2,2,4,2.8,高价值沉睡用户
U00037932,油性/混油,17,4,1899.43,5,4,5,4.7,核心价值用户
U00037933,油性/混油,41,3,3108.0,4,4,5,4.4,核心价值用户
U00037934,油性/混油,37,2,2055.0,4,3,5,4.1,核心价值用户
U00037935,油性/混油,94,3,1504.0,2,4,5,3.8,潜力发展用户
U00037936,敏感肌,113,4,4046.0,2,4,5,3.8,潜力发展用户
U00037937,中性,26,2,596.87,5,3,3,3.6,潜力发展用户
U00037938,敏感肌,129,1,871.4,2,2,4,2.8,高价值沉睡用户
U00037939,干性/混干,134,1,1377.0,2,2,4,2.8,高价值沉睡用户
U00037940,中性,12,4,2539.0,5,4,5,4.7,核心价值用户
U00037941,中性,161,4,3704.0,2,4,5,3.8,潜力发展用户
U00037942,油性/混油,44,4,4362.0,4,4,5,4.4,核心价值用户
U00037943,油性/混油,276,3,2178.12,1,4,5,3.5,潜力发展用户
U00037945,敏感肌,22,3,1025.0,5,4,4,4.300000000000001,核心价值用户
U00037946,干性/混干,224,1,159.0,1,2,1,1.2999999999999998,低价值/流失用户
U00037947,干性/混干,17,4,2109.0,5,4,5,4.7,核心价值用户
U00037948,干性/混干,109,4,3789.0,2,4,5,3.8,潜力发展用户
U00037949,敏感肌,19,2,1672.0,5,3,5,4.4,核心价值用户
U00037950,油性/混油,44,2,488.0,4,3,3,3.3,潜力发展用户
U00037952,油性/混油,205,1,638.76,1,2,3,2.1,高价值沉睡用户
U00037953,油性/混油,322,1,448.0,1,2,3,2.1,高价值沉睡用户
U00037954,干性/混干,148,2,1935.0,2,3,5,3.5,潜力发展用户
U00037955,敏感肌,46,2,817.0,4,3,4,3.6999999999999997,潜力发展用户
U00037956,干性/混干,101,7,4013.8999999999996,2,5,5,4.1,核心价值用户
U00037957,干性/混干,16,3,3469.26,5,4,5,4.7,核心价值用户
U00037958,敏感肌,71,2,1867.0,3,3,5,3.8,潜力发展用户
U00037959,敏感肌,11,6,3107.0,5,5,5,5.0,核心价值用户
U00037960,敏感肌,135,2,1347.0,2,3,4,3.1,潜力发展用户
U00037961,敏感肌,78,2,2367.2799999999997,3,3,5,3.8,潜力发展用户
U00037962,干性/混干,78,4,1369.78,3,4,4,3.6999999999999997,潜力发展用户
U00037963,中性,82,4,4078.0,3,4,5,4.1,核心价值用户
U00037964,干性/混干,12,6,4377.0,5,5,5,5.0,核心价值用户
U00037965,敏感肌,11,5,1583.0,5,5,5,5.0,核心价值用户
U00037966,中性,52,5,3133.41,4,5,5,4.7,核心价值用户
U00037967,中性,58,3,2332.33,4,4,5,4.4,核心价值用户
U00037968,敏感肌,43,4,2071.0,4,4,5,4.4,核心价值用户
U00037969,干性/混干,25,1,446.04,5,2,3,3.3000000000000003,潜力发展用户
U00037970,敏感肌,16,1,1127.0,5,2,4,3.7,潜力发展用户
U00037971,敏感肌,102,3,2352.0,2,4,5,3.8,潜力发展用户
U00037972,敏感肌,138,1,707.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00037973,油性/混油,135,1,269.0,2,2,2,2.0,高价值沉睡用户
U00037974,敏感肌,157,3,1081.82,2,4,4,3.4,潜力发展用户
U00037976,干性/混干,74,1,260.39,3,2,2,2.3,高价值沉睡用户
U00037977,敏感肌,75,2,1958.97,3,3,5,3.8,潜力发展用户
U00037978,油性/混油,17,3,1927.0,5,4,5,4.7,核心价值用户
U00037979,油性/混油,278,2,578.0,1,3,3,2.4000000000000004,高价值沉睡用户
U00037980,干性/混干,14,4,1777.6100000000001,5,4,5,4.7,核心价值用户
U00037981,干性/混干,136,1,786.96,2,2,3,2.4000000000000004,高价值沉睡用户
U00037983,中性,13,2,2156.0,5,3,5,4.4,核心价值用户
U00037985,油性/混油,23,2,348.0,5,3,2,3.2,潜力发展用户
U00037986,油性/混油,20,5,3127.0,5,5,5,5.0,核心价值用户
U00037987,干性/混干,351,1,1694.56,1,2,5,2.9,高价值沉睡用户
U00037988,干性/混干,178,2,3166.0,2,3,5,3.5,潜力发展用户
U00037990,中性,62,3,1115.0,3,4,4,3.6999999999999997,潜力发展用户
U00037991,干性/混干,81,1,1325.99,3,2,4,3.1,潜力发展用户
U00037992,油性/混油,11,4,4209.45,5,4,5,4.7,核心价值用户
U00037993,油性/混油,217,5,2963.99,1,5,5,3.8,潜力发展用户
U00037994,干性/混干,65,2,647.0,3,3,3,3.0,潜力发展用户
U00037995,油性/混油,142,3,1515.0,2,4,5,3.8,潜力发展用户
U00037996,敏感肌,85,2,1070.0900000000001,3,3,4,3.4,潜力发展用户
U00037997,敏感肌,19,4,2452.0,5,4,5,4.7,核心价值用户
U00037999,敏感肌,28,1,544.52,5,2,3,3.3000000000000003,潜力发展用户
U00038000,干性/混干,137,1,412.05,2,2,3,2.4000000000000004,高价值沉睡用户
U00038001,中性,8,4,1858.27,5,4,5,4.7,核心价值用户
U00038002,敏感肌,156,3,2519.0,2,4,5,3.8,潜力发展用户
U00038003,中性,290,2,933.0,1,3,4,2.8,高价值沉睡用户
U00038004,敏感肌,162,1,198.0,2,2,1,1.6,低价值/流失用户
U00038005,干性/混干,13,3,1716.0,5,4,5,4.7,核心价值用户
U00038006,油性/混油,48,3,3665.0,4,4,5,4.4,核心价值用户
U00038007,油性/混油,15,4,4156.0,5,4,5,4.7,核心价值用户
U00038008,油性/混油,64,5,5026.0,3,5,5,4.4,核心价值用户
U00038009,油性/混油,135,1,259.0,2,2,2,2.0,高价值沉睡用户
U00038011,油性/混油,14,4,3786.91,5,4,5,4.7,核心价值用户
U00038013,中性,47,4,2102.0,4,4,5,4.4,核心价值用户
U00038014,敏感肌,20,1,1155.15,5,2,4,3.7,潜力发展用户
U00038016,油性/混油,1,4,3891.1,5,4,5,4.7,核心价值用户
U00038017,油性/混油,5,7,4911.0,5,5,5,5.0,核心价值用户
U00038018,敏感肌,28,1,556.0,5,2,3,3.3000000000000003,潜力发展用户
U00038019,敏感肌,55,2,1236.0,4,3,4,3.6999999999999997,潜力发展用户
U00038020,干性/混干,29,1,639.0,5,2,3,3.3000000000000003,潜力发展用户
U00038022,中性,109,3,1216.0,2,4,4,3.4,潜力发展用户
U00038024,油性/混油,142,1,1174.24,2,2,4,2.8,高价值沉睡用户
U00038025,干性/混干,294,1,724.06,1,2,3,2.1,高价值沉睡用户
U00038026,油性/混油,12,2,746.0,5,3,3,3.6,潜力发展用户
U00038028,敏感肌,131,3,2421.0,2,4,5,3.8,潜力发展用户
U00038029,敏感肌,34,4,3323.0,4,4,5,4.4,核心价值用户
U00038030,油性/混油,34,2,2075.0,4,3,5,4.1,核心价值用户
U00038031,油性/混油,139,5,2941.61,2,5,5,4.1,核心价值用户
U00038032,油性/混油,21,3,1287.6399999999999,5,4,4,4.300000000000001,核心价值用户
U00038033,敏感肌,311,1,350.0,1,2,2,1.7,低价值/流失用户
U00038034,油性/混油,160,2,1862.0,2,3,5,3.5,潜力发展用户
U00038035,敏感肌,37,2,1623.0,4,3,5,4.1,核心价值用户
U00038036,中性,140,6,4631.0,2,5,5,4.1,核心价值用户
U00038038,中性,9,3,986.0,5,4,4,4.300000000000001,核心价值用户
U00038039,油性/混油,16,5,2852.0,5,5,5,5.0,核心价值用户
U00038040,干性/混干,183,4,1402.5900000000001,1,4,4,3.1,潜力发展用户
U00038041,敏感肌,9,2,917.0,5,3,4,4.0,核心价值用户
U00038042,干性/混干,11,3,4314.0,5,4,5,4.7,核心价值用户
U00038043,中性,83,4,3238.0,3,4,5,4.1,核心价值用户
U00038044,干性/混干,128,2,1207.0,2,3,4,3.1,潜力发展用户
U00038045,油性/混油,45,1,776.7,4,2,3,3.0,潜力发展用户
U00038046,干性/混干,52,3,1494.67,4,4,4,4.0,核心价值用户
U00038047,敏感肌,41,1,237.0,4,2,2,2.5999999999999996,高价值沉睡用户
U00038048,敏感肌,55,3,1103.0,4,4,4,4.0,核心价值用户
U00038049,敏感肌,38,4,2592.0,4,4,5,4.4,核心价值用户
U00038050,干性/混干,30,2,787.77,5,3,3,3.6,潜力发展用户
U00038051,中性,62,3,4525.0,3,4,5,4.1,核心价值用户
U00038053,油性/混油,50,4,2658.02,4,4,5,4.4,核心价值用户
U00038055,油性/混油,39,1,329.0,4,2,2,2.5999999999999996,高价值沉睡用户
U00038056,油性/混油,10,5,4240.0,5,5,5,5.0,核心价值用户
U00038057,敏感肌,20,2,1286.0,5,3,4,4.0,核心价值用户
U00038058,敏感肌,13,1,459.0,5,2,3,3.3000000000000003,潜力发展用户
U00038059,油性/混油,283,2,778.78,1,3,3,2.4000000000000004,高价值沉睡用户
U00038060,油性/混油,129,4,1695.0,2,4,5,3.8,潜力发展用户
U00038061,敏感肌,174,2,1233.9,2,3,4,3.1,潜力发展用户
U00038062,敏感肌,313,1,918.0,1,2,4,2.5,高价值沉睡用户
U00038063,中性,1,4,3232.0,5,4,5,4.7,核心价值用户
U00038064,油性/混油,19,2,1461.38,5,3,4,4.0,核心价值用户
U00038065,油性/混油,15,2,2803.0,5,3,5,4.4,核心价值用户
U00038067,敏感肌,148,2,733.23,2,3,3,2.7,高价值沉睡用户
U00038068,干性/混干,137,2,1755.0,2,3,5,3.5,潜力发展用户
U00038069,敏感肌,11,3,1576.0,5,4,5,4.7,核心价值用户
U00038070,干性/混干,327,1,459.0,1,2,3,2.1,高价值沉睡用户
U00038071,中性,337,1,477.0,1,2,3,2.1,高价值沉睡用户
U00038073,干性/混干,27,3,2143.0,5,4,5,4.7,核心价值用户
U00038074,中性,59,1,1355.0,4,2,4,3.4,潜力发展用户
U00038075,油性/混油,136,2,344.89,2,3,2,2.3,高价值沉睡用户
U00038076,干性/混干,157,2,2189.0299999999997,2,3,5,3.5,潜力发展用户
U00038077,敏感肌,12,2,1036.0,5,3,4,4.0,核心价值用户
U00038078,干性/混干,138,2,477.0,2,3,3,2.7,高价值沉睡用户
U00038079,中性,186,3,923.1500000000001,1,4,4,3.1,潜力发展用户
U00038080,油性/混油,107,2,2092.0,2,3,5,3.5,潜力发展用户
U00038081,油性/混油,34,1,737.0,4,2,3,3.0,潜力发展用户
U00038082,敏感肌,129,4,2619.0,2,4,5,3.8,潜力发展用户
U00038083,干性/混干,5,4,1373.0,5,4,4,4.300000000000001,核心价值用户
U00038084,干性/混干,75,2,1124.0,3,3,4,3.4,潜力发展用户
U00038086,中性,21,6,4737.0,5,5,5,5.0,核心价值用户
U00038087,干性/混干,48,5,5068.0,4,5,5,4.7,核心价值用户
U00038088,油性/混油,138,5,3835.0,2,5,5,4.1,核心价值用户
U00038089,油性/混油,43,3,1880.0,4,4,5,4.4,核心价值用户
U00038090,敏感肌,59,6,3302.29,4,5,5,4.7,核心价值用户
U00038091,油性/混油,117,3,2901.0,2,4,5,3.8,潜力发展用户
U00038092,干性/混干,20,4,1828.85,5,4,5,4.7,核心价值用户
U00038093,油性/混油,46,3,2015.0,4,4,5,4.4,核心价值用户
U00038094,中性,31,4,3268.94,4,4,5,4.4,核心价值用户
U00038095,敏感肌,9,1,153.83,5,2,1,2.5,高价值沉睡用户
U00038096,敏感肌,159,1,189.0,2,2,1,1.6,低价值/流失用户
U00038098,干性/混干,167,3,3710.8,2,4,5,3.8,潜力发展用户
U00038099,敏感肌,47,5,3876.0,4,5,5,4.7,核心价值用户
U00038100,油性/混油,65,2,488.0,3,3,3,3.0,潜力发展用户
U00038101,干性/混干,34,3,1185.0,4,4,4,4.0,核心价值用户
U00038102,干性/混干,12,6,3111.0,5,5,5,5.0,核心价值用户
U00038103,油性/混油,176,3,2186.0,2,4,5,3.8,潜力发展用户
U00038104,中性,93,2,1604.83,2,3,5,3.5,潜力发展用户
U00038105,干性/混干,56,4,3263.54,4,4,5,4.4,核心价值用户
U00038106,敏感肌,36,4,1533.0,4,4,5,4.4,核心价值用户
U00038107,中性,25,3,1861.0,5,4,5,4.7,核心价值用户
U00038108,油性/混油,239,1,1276.0,1,2,4,2.5,高价值沉睡用户
U00038109,敏感肌,21,3,2112.0,5,4,5,4.7,核心价值用户
U00038110,干性/混干,76,4,2920.0,3,4,5,4.1,核心价值用户
U00038111,干性/混干,14,5,4680.63,5,5,5,5.0,核心价值用户
U00038112,油性/混油,295,2,1499.8,1,3,4,2.8,高价值沉睡用户
U00038113,油性/混油,140,1,269.0,2,2,2,2.0,高价值沉睡用户
U00038114,油性/混油,196,1,248.0,1,2,2,1.7,低价值/流失用户
U00038115,油性/混油,37,4,3278.23,4,4,5,4.4,核心价值用户
U00038116,干性/混干,30,2,1922.0,5,3,5,4.4,核心价值用户
U00038117,油性/混油,131,2,1865.6599999999999,2,3,5,3.5,潜力发展用户
U00038118,干性/混干,37,3,1994.0,4,4,5,4.4,核心价值用户
U00038119,干性/混干,77,3,1325.0,3,4,4,3.6999999999999997,潜力发展用户
U00038120,敏感肌,28,4,1434.04,5,4,4,4.300000000000001,核心价值用户
U00038121,干性/混干,64,1,1450.86,3,2,4,3.1,潜力发展用户
U00038122,敏感肌,137,1,538.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00038123,油性/混油,130,3,1086.0,2,4,4,3.4,潜力发展用户
U00038124,干性/混干,4,2,1296.3400000000001,5,3,4,4.0,核心价值用户
U00038125,敏感肌,130,4,1844.0,2,4,5,3.8,潜力发展用户
U00038126,敏感肌,17,3,1684.0,5,4,5,4.7,核心价值用户
U00038128,敏感肌,19,4,3345.75,5,4,5,4.7,核心价值用户
U00038129,油性/混油,125,4,2648.31,2,4,5,3.8,潜力发展用户
U00038130,敏感肌,281,2,1603.32,1,3,5,3.2,潜力发展用户
U00038131,干性/混干,291,1,985.36,1,2,4,2.5,高价值沉睡用户
U00038132,干性/混干,330,1,728.0,1,2,3,2.1,高价值沉睡用户
U00038133,敏感肌,84,2,853.0,3,3,4,3.4,潜力发展用户
U00038134,油性/混油,155,1,159.0,2,2,1,1.6,低价值/流失用户
U00038135,敏感肌,195,1,966.0,1,2,4,2.5,高价值沉睡用户
U00038136,油性/混油,20,3,1406.93,5,4,4,4.300000000000001,核心价值用户
U00038137,油性/混油,136,2,1742.66,2,3,5,3.5,潜力发展用户
U00038138,中性,232,1,537.0,1,2,3,2.1,高价值沉睡用户
U00038139,敏感肌,68,5,4358.0,3,5,5,4.4,核心价值用户
U00038140,油性/混油,35,2,1353.85,4,3,4,3.6999999999999997,潜力发展用户
U00038141,干性/混干,34,2,1106.0,4,3,4,3.6999999999999997,潜力发展用户
U00038142,敏感肌,210,1,459.0,1,2,3,2.1,高价值沉睡用户
U00038143,中性,40,3,1637.94,4,4,5,4.4,核心价值用户
U00038144,油性/混油,158,4,1680.0,2,4,5,3.8,潜力发展用户
U00038145,干性/混干,41,1,1523.5,4,2,5,3.8,潜力发展用户
U00038146,敏感肌,359,1,888.0,1,2,4,2.5,高价值沉睡用户
U00038147,油性/混油,42,4,1930.1100000000001,4,4,5,4.4,核心价值用户
U00038148,干性/混干,5,5,2998.0,5,5,5,5.0,核心价值用户
U00038149,中性,267,1,707.0,1,2,3,2.1,高价值沉睡用户
U00038150,干性/混干,132,3,1849.74,2,4,5,3.8,潜力发展用户
U00038151,干性/混干,38,6,1819.32,4,5,5,4.7,核心价值用户
U00038152,敏感肌,131,2,687.44,2,3,3,2.7,高价值沉睡用户
U00038153,干性/混干,128,4,3108.24,2,4,5,3.8,潜力发展用户
U00038154,敏感肌,16,2,1938.79,5,3,5,4.4,核心价值用户
U00038155,油性/混油,112,4,2900.0,2,4,5,3.8,潜力发展用户
U00038156,敏感肌,312,1,269.0,1,2,2,1.7,低价值/流失用户
U00038157,敏感肌,71,2,639.0,3,3,3,3.0,潜力发展用户
U00038158,敏感肌,230,1,1496.0,1,2,4,2.5,高价值沉睡用户
U00038159,油性/混油,1,4,3125.08,5,4,5,4.7,核心价值用户
U00038160,干性/混干,211,2,726.06,1,3,3,2.4000000000000004,高价值沉睡用户
U00038161,干性/混干,10,4,1756.49,5,4,5,4.7,核心价值用户
U00038162,敏感肌,31,4,1532.0,4,4,5,4.4,核心价值用户
U00038163,干性/混干,19,1,348.0,5,2,2,2.9000000000000004,高价值沉睡用户
U00038164,油性/混油,88,1,2518.42,3,2,5,3.5,潜力发展用户
U00038165,油性/混油,141,3,1624.99,2,4,5,3.8,潜力发展用户
U00038166,干性/混干,135,6,7320.0,2,5,5,4.1,核心价值用户
U00038167,敏感肌,22,3,3345.0,5,4,5,4.7,核心价值用户
U00038168,干性/混干,105,2,1077.0,2,3,4,3.1,潜力发展用户
U00038169,敏感肌,26,3,2579.0,5,4,5,4.7,核心价值用户
U00038170,中性,13,1,350.0,5,2,2,2.9000000000000004,高价值沉睡用户
U00038171,中性,9,3,1751.88,5,4,5,4.7,核心价值用户
U00038172,干性/混干,3,1,896.0,5,2,4,3.7,潜力发展用户
U00038173,油性/混油,44,5,2940.0,4,5,5,4.7,核心价值用户
U00038174,油性/混油,14,2,1059.5,5,3,4,4.0,核心价值用户
U00038175,干性/混干,86,2,1753.0700000000002,3,3,5,3.8,潜力发展用户
U00038176,敏感肌,54,2,1689.5700000000002,4,3,5,4.1,核心价值用户
U00038177,油性/混油,90,3,1606.18,3,4,5,4.1,核心价值用户
U00038178,敏感肌,91,6,3919.85,2,5,5,4.1,核心价值用户
U00038179,油性/混油,344,1,1225.0,1,2,4,2.5,高价值沉睡用户
U00038180,敏感肌,8,8,7517.0,5,5,5,5.0,核心价值用户
U00038181,油性/混油,292,3,916.15,1,4,4,3.1,潜力发展用户
U00038183,中性,19,4,1982.87,5,4,5,4.7,核心价值用户
U00038184,中性,336,1,295.9,1,2,2,1.7,低价值/流失用户
U00038185,敏感肌,136,2,876.0,2,3,4,3.1,潜力发展用户
U00038186,中性,17,7,6126.83,5,5,5,5.0,核心价值用户
U00038187,敏感肌,202,1,189.0,1,2,1,1.2999999999999998,低价值/流失用户
U00038188,油性/混油,7,1,198.0,5,2,1,2.5,高价值沉睡用户
U00038189,敏感肌,280,1,159.0,1,2,1,1.2999999999999998,低价值/流失用户
U00038191,干性/混干,187,2,502.24,1,3,3,2.4000000000000004,高价值沉睡用户
U00038192,中性,108,2,1166.03,2,3,4,3.1,潜力发展用户
U00038193,中性,14,4,2084.0,5,4,5,4.7,核心价值用户
U00038194,中性,14,3,1532.34,5,4,5,4.7,核心价值用户
U00038195,油性/混油,21,3,1881.0,5,4,5,4.7,核心价值用户
U00038196,油性/混油,272,1,159.0,1,2,1,1.2999999999999998,低价值/流失用户
U00038197,中性,48,4,2822.0,4,4,5,4.4,核心价值用户
U00038198,油性/混油,61,3,2316.97,3,4,5,4.1,核心价值用户
U00038199,敏感肌,81,4,2184.0,3,4,5,4.1,核心价值用户
U00038200,中性,311,3,1598.6,1,4,5,3.5,潜力发展用户
U00038201,油性/混油,99,4,1939.8400000000001,2,4,5,3.8,潜力发展用户
U00038202,敏感肌,13,6,4799.0,5,5,5,5.0,核心价值用户
U00038203,干性/混干,17,1,289.0,5,2,2,2.9000000000000004,高价值沉睡用户
U00038204,油性/混油,172,3,1341.0,2,4,4,3.4,潜力发展用户
U00038205,油性/混油,161,2,3562.9,2,3,5,3.5,潜力发展用户
U00038207,中性,43,5,2424.54,4,5,5,4.7,核心价值用户
U00038208,敏感肌,44,2,786.17,4,3,3,3.3,潜力发展用户
U00038209,干性/混干,15,3,2130.0,5,4,5,4.7,核心价值用户
U00038210,干性/混干,45,4,3456.75,4,4,5,4.4,核心价值用户
U00038212,敏感肌,100,2,1342.0,2,3,4,3.1,潜力发展用户
U00038213,油性/混油,95,2,1800.59,2,3,5,3.5,潜力发展用户
U00038214,敏感肌,139,1,152.38,2,2,1,1.6,低价值/流失用户
U00038215,油性/混油,79,2,1743.0,3,3,5,3.8,潜力发展用户
U00038217,敏感肌,185,2,1177.0,1,3,4,2.8,高价值沉睡用户
U00038219,干性/混干,78,1,599.84,3,2,3,2.7,高价值沉睡用户
U00038220,敏感肌,109,4,2688.67,2,4,5,3.8,潜力发展用户
U00038221,油性/混油,235,1,1005.4,1,2,4,2.5,高价值沉睡用户
U00038222,干性/混干,4,1,79.0,5,2,1,2.5,高价值沉睡用户
U00038223,敏感肌,1,1,839.28,5,2,4,3.7,潜力发展用户
U00038224,中性,85,3,5270.0,3,4,5,4.1,核心价值用户
U00038226,干性/混干,112,3,1815.4,2,4,5,3.8,潜力发展用户
U00038227,干性/混干,37,3,1977.1,4,4,5,4.4,核心价值用户
U00038228,干性/混干,106,1,289.0,2,2,2,2.0,高价值沉睡用户
U00038229,油性/混油,6,2,798.0,5,3,3,3.6,潜力发展用户
U00038230,油性/混油,143,3,2395.5,2,4,5,3.8,潜力发展用户
U00038231,干性/混干,101,2,1922.0,2,3,5,3.5,潜力发展用户
U00038232,中性,20,4,2967.0,5,4,5,4.7,核心价值用户
U00038233,中性,83,4,4779.34,3,4,5,4.1,核心价值用户
U00038234,干性/混干,219,1,931.21,1,2,4,2.5,高价值沉睡用户
U00038235,中性,6,3,3241.11,5,4,5,4.7,核心价值用户
U00038236,中性,39,7,4495.0,4,5,5,4.7,核心价值用户
U00038237,油性/混油,183,2,757.0,1,3,3,2.4000000000000004,高价值沉睡用户
U00038238,干性/混干,20,4,1846.3899999999999,5,4,5,4.7,核心价值用户
U00038239,敏感肌,337,1,84.97,1,2,1,1.2999999999999998,低价值/流失用户
U00038241,油性/混油,23,2,1912.0,5,3,5,4.4,核心价值用户
U00038242,中性,138,4,3085.33,2,4,5,3.8,潜力发展用户
U00038243,油性/混油,27,1,664.62,5,2,3,3.3000000000000003,潜力发展用户
U00038244,干性/混干,12,4,962.36,5,4,4,4.300000000000001,核心价值用户
U00038245,敏感肌,82,2,467.21,3,3,3,3.0,潜力发展用户
U00038246,干性/混干,13,6,3063.04,5,5,5,5.0,核心价值用户
U00038247,干性/混干,46,4,1389.14,4,4,4,4.0,核心价值用户
U00038248,敏感肌,82,4,4369.49,3,4,5,4.1,核心价值用户
U00038249,干性/混干,48,4,3888.0,4,4,5,4.4,核心价值用户
U00038250,敏感肌,55,4,1761.91,4,4,5,4.4,核心价值用户
U00038251,干性/混干,130,3,2290.0,2,4,5,3.8,潜力发展用户
U00038252,干性/混干,106,2,747.0,2,3,3,2.7,高价值沉睡用户
U00038253,中性,132,6,4032.46,2,5,5,4.1,核心价值用户
U00038254,干性/混干,20,5,3011.0,5,5,5,5.0,核心价值用户
U00038255,中性,134,3,1882.8600000000001,2,4,5,3.8,潜力发展用户
U00038256,干性/混干,167,1,741.94,2,2,3,2.4000000000000004,高价值沉睡用户
U00038257,油性/混油,91,1,907.0,2,2,4,2.8,高价值沉睡用户
U00038258,敏感肌,285,1,269.0,1,2,2,1.7,低价值/流失用户
U00038259,干性/混干,226,1,758.0,1,2,3,2.1,高价值沉睡用户
U00038260,敏感肌,105,1,448.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00038261,油性/混油,38,4,2614.79,4,4,5,4.4,核心价值用户
U00038262,中性,88,3,794.0,3,4,3,3.3,潜力发展用户
U00038264,干性/混干,43,3,976.0,4,4,4,4.0,核心价值用户
U00038265,敏感肌,9,5,2819.0,5,5,5,5.0,核心价值用户
U00038266,敏感肌,49,3,1995.0,4,4,5,4.4,核心价值用户
U00038267,敏感肌,11,2,903.65,5,3,4,4.0,核心价值用户
U00038268,敏感肌,55,1,527.0,4,2,3,3.0,潜力发展用户
U00038269,中性,89,1,259.0,3,2,2,2.3,高价值沉睡用户
U00038271,敏感肌,25,4,2568.0,5,4,5,4.7,核心价值用户
U00038272,中性,21,2,386.15999999999997,5,3,2,3.2,潜力发展用户
U00038273,敏感肌,30,2,1725.0,5,3,5,4.4,核心价值用户
U00038275,油性/混油,1,2,607.0,5,3,3,3.6,潜力发展用户
U00038276,中性,10,5,4788.0,5,5,5,5.0,核心价值用户
U00038277,干性/混干,136,1,429.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00038278,敏感肌,294,1,79.0,1,2,1,1.2999999999999998,低价值/流失用户
U00038279,干性/混干,46,3,2625.0,4,4,5,4.4,核心价值用户
U00038280,干性/混干,3,2,1391.77,5,3,4,4.0,核心价值用户
U00038281,干性/混干,46,1,1727.0,4,2,5,3.8,潜力发展用户
U00038283,敏感肌,7,6,3548.0,5,5,5,5.0,核心价值用户
U00038284,中性,148,2,805.05,2,3,4,3.1,潜力发展用户
U00038285,干性/混干,128,2,1736.49,2,3,5,3.5,潜力发展用户
U00038286,油性/混油,18,2,3373.0,5,3,5,4.4,核心价值用户
