用户ID,R评分,F评分,M评分,抗衰,修护,抗氧化,清爽,抗皱,保湿,cluster,cluster_name
U00042312,2,3,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00042323,2,4,4,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00042329,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00042340,5,5,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00042349,2,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00042363,5,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00042364,5,4,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00042367,4,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00042373,4,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00042381,4,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00042382,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00042386,2,3,4,0,1,0,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00042413,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00042428,4,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00042453,5,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00042461,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00042475,1,2,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00042481,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00042485,1,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00042506,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00042528,5,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00042544,5,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00042565,5,3,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00042567,5,2,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00042573,1,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00042578,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00042585,2,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00042623,3,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00042634,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00042641,2,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00042642,2,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00042648,1,3,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00042676,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00042687,5,3,2,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00042692,1,3,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00042693,2,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00042699,4,4,4,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00042701,1,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00042716,2,2,4,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00042717,5,3,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00042722,2,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00042727,2,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00042736,5,4,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00042738,4,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00042740,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00042743,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00042744,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00042748,4,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00042750,5,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00042770,3,4,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00042776,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00042788,2,3,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00042800,4,2,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00042805,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00042822,4,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00042835,1,2,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00042852,4,3,3,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00042903,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00042919,2,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00042924,2,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00042932,4,3,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00042937,2,2,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00042938,5,4,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00042975,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00043013,5,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00043021,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043080,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043104,4,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00043112,5,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00043113,4,3,3,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00043115,4,4,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00043129,5,2,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00043140,2,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00043145,4,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00043158,4,3,5,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00043183,1,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00043201,2,2,3,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00043213,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043224,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00043229,4,2,1,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00043240,4,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00043251,2,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00043259,2,4,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00043266,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043277,1,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00043287,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00043300,2,2,4,0,0,1,1,0,1,6,低价值_抗氧化+清爽_低活跃低频中消费
U00043303,4,2,2,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00043321,2,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00043332,4,4,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00043341,4,4,3,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00043364,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00043371,1,2,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00043376,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043379,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00043383,1,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00043387,3,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00043415,4,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043424,2,3,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00043437,3,3,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00043439,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043449,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00043455,2,3,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00043457,2,2,1,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00043468,2,2,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00043473,2,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00043477,1,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00043489,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043495,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043506,1,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00043507,2,3,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00043525,1,2,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00043527,2,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00043529,4,2,2,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00043530,4,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00043531,1,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00043551,3,4,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00043552,2,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00043556,2,2,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00043563,5,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00043566,1,2,1,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00043579,3,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043585,2,2,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00043597,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00043600,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043604,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00043614,2,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00043634,4,4,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00043639,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00043667,5,3,5,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00043670,2,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00043681,4,3,3,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00043693,2,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00043706,3,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043713,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00043736,4,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00043750,4,3,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00043768,5,2,2,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00043769,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00043778,1,2,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00043782,1,2,3,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00043796,5,4,3,0,1,0,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00043802,2,2,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00043804,2,3,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00043811,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043818,1,3,2,0,1,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00043819,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043824,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043837,2,3,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00043852,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043853,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043864,1,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00043878,2,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00043888,1,3,3,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00043891,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00043894,5,3,3,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00043901,1,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00043936,5,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00043947,4,5,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00043970,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043976,4,4,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043978,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043980,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00043983,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00043994,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044000,2,2,3,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00044005,2,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00044015,2,4,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00044019,5,2,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00044020,4,3,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00044033,5,5,5,1,1,0,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044034,3,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00044043,5,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044052,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044064,1,2,3,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00044069,3,4,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00044070,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00044096,3,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00044101,4,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00044109,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00044114,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00044116,1,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00044120,5,4,3,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00044129,1,2,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00044150,4,4,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044157,4,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00044159,5,2,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00044170,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044172,2,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00044174,1,2,3,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00044176,5,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00044189,2,4,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00044216,5,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00044221,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044222,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044239,5,3,5,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00044240,5,3,5,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00044246,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044248,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044265,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044275,1,2,5,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00044279,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044283,1,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00044284,1,2,4,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00044289,1,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00044290,5,2,1,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00044291,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00044295,2,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00044305,1,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00044327,3,4,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00044350,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044353,4,4,5,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00044371,4,3,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00044375,3,2,3,0,1,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00044385,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00044473,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00044483,1,3,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00044492,1,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00044496,4,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00044509,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044525,3,2,1,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00044542,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044554,3,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044555,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044560,1,2,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00044574,4,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00044577,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044584,3,3,3,0,1,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00044601,5,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00044605,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044628,1,2,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00044633,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044634,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00044655,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00044670,1,2,3,0,1,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00044675,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044685,2,2,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00044689,5,3,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00044705,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00044715,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00044723,2,3,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00044733,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00044739,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00044743,2,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00044745,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044756,1,3,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00044762,2,3,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00044764,4,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00044775,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044777,5,4,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00044781,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00044786,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00044793,5,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00044797,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044806,2,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00044825,4,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00044832,5,3,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044860,1,2,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00044880,2,3,4,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00044907,5,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00044911,5,3,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00044914,2,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00044915,1,2,3,0,1,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00044933,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044970,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00044978,2,3,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00044981,5,3,2,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00044994,5,4,5,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00044997,5,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00045001,2,3,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00045014,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00045015,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00045027,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00045039,1,2,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00045047,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00045050,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00045074,4,3,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00045088,4,4,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00045093,5,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00045098,2,3,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00045112,2,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00045116,5,5,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00045129,1,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00045130,2,3,3,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00045143,3,2,1,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00045151,3,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00045156,5,3,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00045165,2,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00045172,4,2,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00045180,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00045190,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00045216,2,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
