用户ID,年龄,历史购买次数,是否会员,ITE,客户类型
U00071782,29,4.0,1,0.13407153460922933,敏感型
U00007539,26,2.0,1,0.0881329054694012,自然转化型
U00003282,32,0.0,1,0.045885266745835485,自然转化型
U00025008,25,0.0,0,0.06817004955943992,自然转化型
U00019283,39,0.0,0,0.03348777317878629,自然转化型
U00087698,23,1.0,1,0.027737511041683593,自然转化型
U00095954,42,0.0,1,0.005068248453351437,自然转化型
U00003936,35,4.0,1,0.13306192478813705,敏感型
U00034427,39,5.0,0,0.0986298053426875,自然转化型
U00065319,44,1.0,1,0.05197315246548015,自然转化型
U00066149,18,3.0,0,0.06683552584750158,自然转化型
U00080985,48,2.0,1,0.06290661917720339,自然转化型
U00034616,30,1.0,1,0.03696901480304943,自然转化型
U00048221,21,1.0,1,0.08380794464450794,自然转化型
U00004724,29,0.0,1,0.05674457181807102,自然转化型
U00016366,39,0.0,0,0.02867469587239671,自然转化型
U00063640,43,0.0,1,0.016430621983933746,自然转化型
U00093627,28,5.0,1,0.15673673783455383,敏感型
U00092828,18,4.0,1,0.09917022407197473,自然转化型
U00052448,39,1.0,0,0.07098574950195793,自然转化型
U00004115,45,3.0,0,0.11199659874257861,敏感型
U00052491,28,0.0,1,0.06174636903729469,自然转化型
U00086118,43,3.0,1,0.08604915473299302,自然转化型
U00064970,45,1.0,1,0.0655722324522601,自然转化型
U00027755,21,2.0,0,0.05164464519342965,自然转化型
U00075250,44,3.0,0,0.13026259889422553,敏感型
U00059469,23,0.0,0,0.05422117197063275,自然转化型
U00014352,39,0.0,1,0.029907725729492768,自然转化型
U00064977,25,2.0,1,0.0619617113881159,自然转化型
U00012530,32,0.0,0,0.07074035909938622,自然转化型
U00037679,25,3.0,0,0.1074902973460069,敏感型
U00082397,18,2.0,1,0.06331504008653568,自然转化型
U00000788,35,1.0,1,0.08959019381837369,自然转化型
U00097097,25,4.0,1,0.12049521170415423,敏感型
U00061129,24,0.0,1,0.036434787900186866,自然转化型
U00072891,18,0.0,0,0.020199594503356122,自然转化型
U00047130,34,1.0,0,0.08529206389204422,自然转化型
U00019181,29,0.0,1,0.05674457181807102,自然转化型
U00044772,29,0.0,1,0.053994922905488185,自然转化型
U00020378,18,4.0,0,0.11293580605017545,敏感型
U00022417,35,0.0,0,0.07035366625352224,自然转化型
U00037643,37,2.0,1,0.06257412820376507,自然转化型
U00077296,27,3.0,0,0.14136022970290046,敏感型
U00074103,39,2.0,0,0.07292829996298325,自然转化型
U00045031,26,4.0,1,0.14959809520780293,敏感型
U00006420,30,3.0,0,0.11879857650910691,敏感型
U00005953,26,0.0,0,0.05178342880817241,自然转化型
U00011536,43,0.0,0,0.04502826823228645,自然转化型
U00063084,25,2.0,0,0.06133432464192548,自然转化型
U00026528,32,2.0,1,0.06933760430707789,自然转化型
U00011106,18,0.0,0,0.02095296756969811,自然转化型
U00005029,42,1.0,1,0.060760922294515046,自然转化型
U00023345,27,5.0,0,0.15082552664027193,敏感型
U00097913,45,3.0,0,0.17554762867443363,敏感型
U00066824,27,1.0,1,0.05926078037799137,自然转化型
U00042590,24,4.0,0,0.16135922721407192,敏感型
U00032608,37,1.0,1,0.06603165736492059,自然转化型
U00014549,36,0.0,0,0.06427775698825394,自然转化型
U00039713,36,0.0,1,0.03290426784092218,自然转化型
U00081629,23,1.0,1,0.066420322711295,自然转化型
U00075685,22,2.0,0,0.06624891007719527,自然转化型
U00009278,35,1.0,0,0.08917693525420406,自然转化型
U00056519,27,2.0,1,0.07247187398847235,自然转化型
U00007915,29,5.0,0,0.13021983489001782,敏感型
U00084899,28,3.0,0,0.14792143309951616,敏感型
U00083559,23,4.0,1,0.1342906407516185,敏感型
U00059270,34,5.0,0,0.12311017310282246,敏感型
U00007796,41,5.0,1,0.08509243267745137,自然转化型
U00096464,32,0.0,1,0.06012159328610747,自然转化型
U00036194,43,5.0,0,0.09105508296887566,自然转化型
U00007668,28,1.0,1,0.0796787973921004,自然转化型
U00021060,22,2.0,1,0.07227984403910637,自然转化型
U00034503,35,4.0,1,0.13415464281331801,敏感型
U00033490,51,3.0,0,0.1718267265476502,敏感型
U00065471,40,0.0,0,0.037865392921192786,自然转化型
U00086159,25,0.0,0,0.06947792404859282,自然转化型
U00020600,32,1.0,1,0.07588454372420383,自然转化型
U00041108,29,1.0,1,0.09366639585741043,自然转化型
U00082986,23,1.0,1,0.07231262864413637,自然转化型
U00072189,29,0.0,0,0.045232501839001904,自然转化型
U00027897,28,3.0,0,0.11577887529555192,敏感型
U00024323,37,1.0,0,0.0632318452559548,自然转化型
U00049119,24,3.0,1,0.08779734490162439,自然转化型
U00088413,31,2.0,1,0.098340748481333,自然转化型
U00080409,30,0.0,0,0.056978539696603187,自然转化型
U00081183,44,2.0,1,0.011800252024087465,自然转化型
U00071760,18,3.0,0,0.04446704514817812,自然转化型
U00045237,31,1.0,1,0.045128946669618974,自然转化型
U00030126,35,3.0,1,0.11927073993464105,敏感型
U00025211,33,3.0,0,0.09087539125600547,自然转化型
U00081753,18,2.0,0,0.05241328140708659,自然转化型
U00028236,25,2.0,0,0.06640990185329732,自然转化型
U00017227,20,1.0,1,0.07302658981990678,自然转化型
U00070563,34,2.0,0,0.06312630904405195,自然转化型
U00035423,29,2.0,1,0.07774998974497255,自然转化型
U00074133,34,2.0,0,0.08446759839836077,自然转化型
U00077207,30,3.0,1,0.13383442375865545,敏感型
U00019861,40,4.0,1,0.10903480011185762,敏感型
U00082811,32,1.0,1,0.09317502329868727,自然转化型
U00027952,30,2.0,0,0.10427564813850551,敏感型
U00039437,22,2.0,0,0.05728146058946157,自然转化型
U00024315,36,5.0,0,0.11969650927479358,敏感型
U00034268,36,4.0,1,0.09599362837397174,自然转化型
U00039529,26,0.0,0,0.05178342880817241,自然转化型
U00059995,36,2.0,0,0.06549176555635158,自然转化型
U00006294,35,1.0,1,0.06399965297574145,自然转化型
U00070115,40,0.0,1,0.035654542443373405,自然转化型
U00059221,40,1.0,0,0.08074616033143,自然转化型
U00022038,33,2.0,0,0.08187368754024421,自然转化型
U00012421,24,1.0,0,0.0629138265394571,自然转化型
U00046917,21,0.0,0,0.03189637022875724,自然转化型
U00074174,31,4.0,1,0.1275808678604084,敏感型
U00010904,36,1.0,0,0.08395250560125608,自然转化型
U00065727,32,1.0,1,0.08733926602448641,自然转化型
U00042153,26,2.0,1,0.07463878288370321,自然转化型
U00059777,36,1.0,1,0.066508518053469,自然转化型
U00017858,36,4.0,0,0.10491871510138862,敏感型
U00097232,32,2.0,0,0.07212951160987749,自然转化型
U00000842,37,7.0,1,0.0944289562764829,自然转化型
U00049603,33,0.0,0,0.032496589147010174,自然转化型
U00010122,28,0.0,0,0.060606402790060326,自然转化型
U00085006,29,3.0,1,0.13773351126552374,敏感型
U00008086,33,2.0,0,0.08086228153297242,自然转化型
U00093077,38,0.0,1,0.050423723555190786,自然转化型
U00009216,41,3.0,1,0.11806530643543961,敏感型
U00073494,25,0.0,0,0.05333739363440046,自然转化型
U00070061,22,1.0,1,0.07014796273549304,自然转化型
U00053681,31,1.0,0,0.07720661666589371,自然转化型
U00042238,53,5.0,1,0.17553518952470537,敏感型
U00049627,28,3.0,0,0.1481206186361959,敏感型
U00036061,24,4.0,0,0.12657946362403966,敏感型
U00044490,30,4.0,1,0.1388312236999733,敏感型
U00052701,28,3.0,1,0.12895005102957535,敏感型
U00088936,38,0.0,0,0.07697492957326382,自然转化型
U00037633,45,3.0,1,0.1696759025465579,敏感型
U00072763,18,0.0,1,0.01336208630882052,自然转化型
U00021921,35,1.0,1,0.08400022304973043,自然转化型
U00005177,21,3.0,0,0.13517175718406416,敏感型
U00057985,22,2.0,1,0.10701603425495326,敏感型
U00073603,36,1.0,1,0.07915867894652334,自然转化型
U00002713,35,1.0,1,0.0834576521503787,自然转化型
U00050639,35,1.0,0,0.10845423376498153,敏感型
U00001034,37,3.0,0,0.09855092398302878,自然转化型
U00090341,44,3.0,1,0.11369414651074683,敏感型
U00065452,32,4.0,1,0.13581805256394652,敏感型
U00061889,35,0.0,0,0.06918942752027515,自然转化型
U00067143,39,2.0,1,0.06677422761928964,自然转化型
U00094050,38,2.0,1,0.060364512496388884,自然转化型
U00020822,32,0.0,0,0.09615008697238578,自然转化型
U00082872,32,8.0,0,0.09822516785271818,自然转化型
U00016017,22,0.0,0,0.04165286385159317,自然转化型
U00008491,42,0.0,0,0.04113801482610224,自然转化型
U00066348,39,0.0,1,0.004075747492167298,自然转化型
U00026128,28,0.0,0,0.08045610669442516,自然转化型
U00022082,36,2.0,1,0.061012186234628535,自然转化型
U00087975,25,0.0,0,0.05934276275747341,自然转化型
U00027837,32,0.0,1,0.0526720550022754,自然转化型
U00060068,27,1.0,1,0.07996898365380106,自然转化型
U00036090,41,1.0,1,0.06236535293613818,自然转化型
U00075018,29,0.0,1,0.05674457181807102,自然转化型
U00086841,25,2.0,0,0.06871548099974081,自然转化型
U00067449,31,0.0,0,0.09396346931626451,自然转化型
U00091407,29,5.0,0,0.12267235248779024,敏感型
U00092144,25,0.0,0,0.06817004955943992,自然转化型
U00013196,20,2.0,0,0.057516340582193265,自然转化型
U00066355,33,2.0,0,0.08348351270049303,自然转化型
U00014069,24,3.0,0,0.10052317044742337,自然转化型
U00028366,26,4.0,0,0.15108972239650292,敏感型
U00023743,29,3.0,1,0.13527338652262422,敏感型
U00028704,22,5.0,1,0.14131490661054896,敏感型
U00072680,62,6.0,1,0.1867753744569759,敏感型
U00072584,33,1.0,1,0.08780608837226753,自然转化型
U00093607,18,1.0,0,0.07699295598290784,自然转化型
U00028374,26,6.0,0,0.1263661403275939,敏感型
U00024065,35,3.0,0,0.11395871124675416,敏感型
U00019418,27,1.0,1,0.07423530257429756,自然转化型
U00044569,44,1.0,0,0.08448640602400723,自然转化型
U00036534,18,0.0,0,0.02095296756969811,自然转化型
U00058950,36,0.0,1,0.06966112381320397,自然转化型
U00055254,20,0.0,1,-0.004368872193365625,反作用型
U00094730,39,3.0,1,0.0866112330588173,自然转化型
U00050081,51,1.0,1,0.06372903253612297,自然转化型
U00020880,37,2.0,1,0.057340568761998306,自然转化型
U00051925,24,1.0,0,0.07544235834838242,自然转化型
U00016610,20,1.0,0,0.06421353335454869,自然转化型
U00022501,34,2.0,0,0.0742835809084165,自然转化型
U00044626,30,0.0,0,0.059642399240802946,自然转化型
U00081085,34,1.0,1,0.09801054417955132,自然转化型
U00023712,34,2.0,1,0.10888892638705205,敏感型
U00010889,42,3.0,0,0.12004785429949272,敏感型
U00036934,31,1.0,0,0.10022421594130418,自然转化型
U00079263,22,1.0,0,0.08045988780803104,自然转化型
U00098260,34,3.0,1,0.12237959580333457,敏感型
U00091537,38,3.0,0,0.09140116509532203,自然转化型
U00046174,29,0.0,0,0.045232501839001904,自然转化型
U00034519,23,4.0,1,0.140600709819664,敏感型
U00028266,39,2.0,1,0.06290819282795432,自然转化型
U00026898,28,7.0,1,0.14330011052442043,敏感型
U00046942,26,0.0,1,0.05554792262227942,自然转化型
U00013040,42,0.0,0,0.04400212445737939,自然转化型
U00035084,42,0.0,1,0.050114384039880694,自然转化型
U00012744,29,4.0,0,0.10719890722315512,敏感型
U00067946,34,1.0,1,0.09490684125163548,自然转化型
U00006631,19,2.0,0,0.06007562361010932,自然转化型
U00080720,32,0.0,0,0.057104278836667494,自然转化型
U00077920,23,2.0,1,0.0699601066097002,自然转化型
U00025985,40,1.0,0,0.06074089777865377,自然转化型
U00012815,36,2.0,1,0.05490978760970272,自然转化型
U00035451,40,4.0,0,0.1238997719329532,敏感型
U00066895,25,3.0,1,0.12923665277705115,敏感型
U00043042,33,2.0,1,0.08462621497456913,自然转化型
U00008350,42,5.0,0,0.09807368202272304,自然转化型
U00088242,43,4.0,0,0.11666772667749858,敏感型
U00061271,29,2.0,0,0.098808912400214,自然转化型
U00061420,31,1.0,1,0.0788654073495578,自然转化型
U00031857,33,0.0,1,0.06384227575420984,自然转化型
U00084254,20,2.0,0,0.048448161110132976,自然转化型
U00077728,22,0.0,0,0.03314422355028876,自然转化型
U00050064,28,3.0,1,0.12663034117995692,敏感型
U00039948,30,4.0,1,0.14741410004253958,敏感型
U00021739,36,2.0,0,0.07124306218310722,自然转化型
U00042451,33,1.0,1,0.08677338912093838,自然转化型
U00088096,39,0.0,0,0.019040498689369995,自然转化型
U00047565,18,2.0,0,0.04782911193768116,自然转化型
U00058044,18,1.0,1,0.07335715790654279,自然转化型
U00008523,28,2.0,0,0.07346693752636035,自然转化型
U00028100,23,1.0,1,0.06423444639275039,自然转化型
U00047003,37,4.0,0,0.10286837538749738,敏感型
U00001771,32,3.0,0,0.0887866786814297,自然转化型
U00084026,31,3.0,0,0.08695996802823014,自然转化型
U00016771,24,4.0,1,0.14238018739125696,敏感型
U00049765,36,1.0,1,0.0731144144743075,自然转化型
U00034698,39,3.0,0,0.10297214631478868,敏感型
U00071894,43,2.0,0,0.05590087151112691,自然转化型
U00037044,26,2.0,0,0.0643588104989389,自然转化型
U00029692,28,2.0,1,0.07728067807784228,自然转化型
U00056642,27,2.0,0,0.110993175033028,敏感型
U00030165,40,2.0,0,0.07309865723425274,自然转化型
U00096436,36,2.0,1,0.09269081707195284,自然转化型
U00015607,33,2.0,1,0.09531458752187419,自然转化型
U00096544,33,3.0,0,0.07644367209070257,自然转化型
U00083125,27,0.0,0,0.057948197929519746,自然转化型
U00067856,36,4.0,1,0.121817143745864,敏感型
U00048398,35,2.0,0,0.08338693802267458,自然转化型
U00088906,31,3.0,0,0.13708311416471952,敏感型
U00078359,18,2.0,1,0.06686133010066922,自然转化型
U00000893,40,2.0,1,0.06708229821822606,自然转化型
U00027370,33,4.0,0,0.08963820909865133,自然转化型
U00030902,29,3.0,1,0.1155442276331794,敏感型
U00003550,31,6.0,1,0.11314484410806691,敏感型
U00018998,32,0.0,0,0.057104278836667494,自然转化型
U00078184,21,2.0,0,0.06937434956555322,自然转化型
U00012971,30,1.0,0,0.0891099489462398,自然转化型
U00038194,31,0.0,1,0.05878553696647154,自然转化型
U00088915,35,5.0,1,0.12424136485341108,敏感型
U00000592,28,3.0,1,0.12729270923903363,敏感型
U00037791,26,0.0,0,0.06492270727865987,自然转化型
U00049260,30,5.0,1,0.1348230279782512,敏感型
U00022136,26,2.0,0,0.07614371343869294,自然转化型
U00054287,24,4.0,0,0.12435594052716603,敏感型
U00049369,31,2.0,0,0.07698741222144476,自然转化型
U00009333,27,0.0,0,0.05292401178863215,自然转化型
U00059797,28,7.0,1,0.15183670463403365,敏感型
U00016538,39,0.0,1,0.04287497892235312,自然转化型
U00001764,19,5.0,0,0.14671577167425415,敏感型
U00000137,25,5.0,0,0.12248706151202571,敏感型
U00037569,33,0.0,0,0.057219227489853,自然转化型
U00019615,39,2.0,0,0.06075361764533063,自然转化型
U00097353,36,1.0,0,0.05571192453598253,自然转化型
U00053798,30,2.0,1,0.0947038057974399,自然转化型
U00021570,18,0.0,0,0.020199594503356122,自然转化型
U00029827,37,3.0,0,0.10311133945546058,敏感型
U00069251,39,2.0,1,0.06045055993344131,自然转化型
U00067932,33,3.0,1,0.148454356351308,敏感型
U00042322,38,4.0,1,0.1168421048640696,敏感型
U00006730,46,2.0,0,0.06847261889613868,自然转化型
U00086542,30,3.0,1,0.1277570000532891,敏感型
U00088534,34,4.0,1,0.0935457676001783,自然转化型
U00033217,44,4.0,0,0.12996768752110094,敏感型
U00094686,41,3.0,1,0.15478432144193977,敏感型
U00066949,40,0.0,1,0.035654542443373405,自然转化型
U00051566,32,0.0,0,0.09615008697238578,自然转化型
U00018310,33,0.0,1,0.062220599573739516,自然转化型
U00066434,36,2.0,0,0.07119354913945725,自然转化型
U00059918,35,2.0,1,0.07281559661413939,自然转化型
U00073686,26,1.0,1,0.08209080123918133,自然转化型
U00088934,28,2.0,0,0.07436389658603118,自然转化型
U00024026,45,3.0,0,0.1378246418774905,敏感型
U00083402,23,8.0,0,0.14219303101857328,敏感型
U00076366,25,1.0,1,0.03741865346321299,自然转化型
U00076729,37,1.0,1,0.07290163738725414,自然转化型
U00011451,27,2.0,1,0.08527632381302921,自然转化型
U00048438,26,0.0,1,0.0672384711493067,自然转化型
U00094621,37,2.0,1,0.07318649055913967,自然转化型
U00033359,33,2.0,0,0.08358104176498451,自然转化型
U00063722,37,2.0,1,0.05285272189074203,自然转化型
U00056256,38,3.0,1,0.08878446283171426,自然转化型
U00030519,20,3.0,0,0.08590073514751057,自然转化型
U00021362,27,9.0,0,0.13430073746247562,敏感型
U00031892,18,4.0,0,0.11953081576243446,敏感型
U00079818,34,3.0,0,0.10293132801246091,敏感型
U00002997,34,0.0,0,0.029655538985803198,自然转化型
U00043316,20,0.0,1,0.025143267501976957,自然转化型
U00019143,22,3.0,0,0.13304680563096305,敏感型
U00039777,47,7.0,1,0.12861983189829518,敏感型
U00073342,43,2.0,0,0.06624111364604143,自然转化型
U00088880,33,3.0,1,0.090379734424815,自然转化型
U00087695,27,6.0,0,0.11299770413405846,敏感型
U00023694,30,1.0,0,0.07898957097366982,自然转化型
U00017749,43,2.0,1,0.04573647781062354,自然转化型
U00063690,35,2.0,1,0.07821084182292903,自然转化型
U00026504,32,1.0,0,0.07272496001301304,自然转化型
U00009396,37,3.0,1,0.10589364260240558,敏感型
U00095478,42,2.0,0,0.06672462404106963,自然转化型
U00091438,20,1.0,0,0.06433960131359973,自然转化型
U00025544,47,2.0,1,0.04958662852640125,自然转化型
U00069539,24,1.0,0,0.05724953303630417,自然转化型
U00085070,40,2.0,0,0.07681058476992747,自然转化型
U00035272,40,3.0,0,0.11620056252599414,敏感型
U00001377,26,2.0,0,0.10151200318729675,自然转化型
U00039513,21,4.0,0,0.1494153915371923,敏感型
U00026025,42,0.0,0,0.047977524425170864,自然转化型
U00032103,22,4.0,1,0.13025520475231656,敏感型
U00089026,26,1.0,1,0.07671479398794992,自然转化型
U00002015,38,4.0,0,0.10335473661232653,敏感型
U00044158,21,3.0,0,0.11639530819006588,敏感型
U00094596,25,2.0,0,0.057319812574845586,自然转化型
U00045054,19,3.0,1,0.04883530359697502,自然转化型
U00056157,22,1.0,0,0.08873100155607985,自然转化型
U00014926,29,0.0,1,0.05674457181807102,自然转化型
U00092014,18,1.0,1,0.0710740497767656,自然转化型
U00032623,33,3.0,0,0.11873111878270942,敏感型
U00097291,41,0.0,0,0.0566132784773446,自然转化型
U00010549,28,2.0,1,0.10046629411786251,自然转化型
U00052211,18,2.0,1,0.07291752716133978,自然转化型
U00060982,37,5.0,0,0.10693989033780221,敏感型
U00071148,33,2.0,1,0.10409830133752096,敏感型
U00047846,23,3.0,0,0.12665656996252384,敏感型
U00027859,36,1.0,0,0.07581256690488031,自然转化型
U00071581,23,2.0,0,0.07328572284164864,自然转化型
U00011498,26,4.0,0,0.14771827823859313,敏感型
U00099707,33,0.0,1,0.062220599573739516,自然转化型
U00074237,19,3.0,1,0.11366936629972219,敏感型
U00050614,30,2.0,0,0.07245137483266106,自然转化型
U00014559,24,2.0,1,0.0487888958049027,自然转化型
U00037375,41,0.0,1,0.05375639527845752,自然转化型
U00050856,42,3.0,1,0.0950393033899003,自然转化型
U00030864,41,2.0,1,0.052269588185637594,自然转化型
U00016398,39,2.0,1,0.05005502430516939,自然转化型
U00031413,30,2.0,0,0.08116652388193477,自然转化型
U00073183,41,6.0,0,0.05689571814302141,自然转化型
U00089745,34,4.0,0,0.12040271200958325,敏感型
U00002302,24,4.0,1,0.11946913710480428,敏感型
U00082634,30,0.0,0,0.066943429280173,自然转化型
U00037339,43,0.0,1,0.04881056161668307,自然转化型
U00044782,42,1.0,1,0.056227383466335296,自然转化型
U00073419,29,2.0,1,0.07610442452730107,自然转化型
U00060671,25,2.0,1,0.08122314540192241,自然转化型
U00016278,29,4.0,0,0.1600270525943011,敏感型
U00060936,26,0.0,0,0.06492270727865987,自然转化型
U00011997,31,2.0,0,0.09013911859983609,自然转化型
U00034894,33,3.0,1,0.10372402530330693,敏感型
U00036448,35,8.0,1,0.10940164222372478,敏感型
U00012216,28,0.0,1,0.06174636903729469,自然转化型
U00084263,23,4.0,0,0.13593481897855497,敏感型
U00002215,28,0.0,0,0.05227609839939784,自然转化型
U00012155,37,2.0,1,0.05878332291475641,自然转化型
U00083417,28,1.0,1,0.08194821584644699,自然转化型
U00001705,35,2.0,0,0.08042087931830177,自然转化型
U00085257,25,1.0,0,0.07101125381222362,自然转化型
U00087605,25,2.0,0,0.06273735983900597,自然转化型
U00086440,18,0.0,0,0.020199594503356122,自然转化型
U00093553,44,3.0,0,0.1294338122960016,敏感型
U00070001,34,3.0,1,0.12218183393927234,敏感型
U00016295,20,1.0,1,0.07283313098325758,自然转化型
U00091835,45,1.0,1,0.05848971037685585,自然转化型
U00071748,43,0.0,0,0.061824428654094044,自然转化型
U00052870,30,2.0,0,0.07025627073975829,自然转化型
U00030804,31,4.0,1,0.130521066340057,敏感型
U00092671,24,5.0,1,0.14366795276258887,敏感型
U00090602,51,3.0,0,0.13348645382002938,敏感型
U00095571,36,0.0,1,0.0665302964621301,自然转化型
U00039211,37,2.0,0,0.07281286811995896,自然转化型
U00044225,29,2.0,0,0.07554918669917293,自然转化型
U00064176,36,1.0,0,0.06512985988447495,自然转化型
U00038801,35,1.0,1,0.07923680409575684,自然转化型
U00007230,37,2.0,0,0.0684618263544707,自然转化型
U00008940,30,2.0,1,0.07855074736924225,自然转化型
U00010199,42,4.0,1,0.08464235476217646,自然转化型
U00021994,24,1.0,0,0.0626257408733974,自然转化型
U00086954,32,1.0,1,0.09404742334921626,自然转化型
U00087593,28,2.0,0,0.08174592816962303,自然转化型
U00035186,36,1.0,0,0.061270267925914,自然转化型
U00004654,36,2.0,1,0.06002515284578874,自然转化型
U00060118,30,4.0,0,0.14379534305236658,敏感型
U00011199,35,2.0,0,0.07584078310015777,自然转化型
U00064490,18,2.0,1,0.1139145192956002,敏感型
U00004474,36,2.0,1,0.0662588510171774,自然转化型
U00031310,40,0.0,0,0.037865392921192786,自然转化型
U00085657,36,2.0,1,0.06703172265462434,自然转化型
U00006689,18,2.0,1,0.06360814423220998,自然转化型
U00048118,24,1.0,0,0.06436197156835649,自然转化型
U00018515,30,3.0,1,0.12555969245696874,敏感型
U00083785,25,3.0,1,0.10423634221023065,敏感型
U00045480,36,2.0,1,0.06861525911243208,自然转化型
U00047757,35,1.0,0,0.07933279110107644,自然转化型
U00082347,27,0.0,1,0.06324682333550474,自然转化型
U00033662,37,2.0,0,0.06714297838431749,自然转化型
U00041048,36,0.0,0,0.07186408579113768,自然转化型
U00005980,35,1.0,1,0.0859173677073321,自然转化型
U00055911,18,0.0,0,0.02816203552794136,自然转化型
U00021664,33,4.0,1,0.12745631684799658,敏感型
U00005103,33,1.0,1,0.08994800270342881,自然转化型
U00042535,48,1.0,1,0.05846128656180541,自然转化型
U00034675,45,1.0,0,0.07573877398936557,自然转化型
U00052480,36,0.0,1,0.06235386139891086,自然转化型
U00072848,34,2.0,1,0.09165647122650161,自然转化型
U00097262,20,2.0,1,0.10414776584602045,敏感型
U00047851,46,1.0,0,0.06451520548344686,自然转化型
U00082254,44,3.0,0,0.11513638390736658,敏感型
U00093876,29,3.0,1,0.12582500025636484,敏感型
U00026320,38,0.0,0,0.020408928086479705,自然转化型
U00013277,29,0.0,1,0.05478543769275823,自然转化型
U00058774,32,2.0,1,0.07809745199397766,自然转化型
U00042771,26,1.0,1,0.0859775857183851,自然转化型
U00034186,42,0.0,0,0.03431700806131363,自然转化型
U00055317,27,0.0,1,0.05192830357757841,自然转化型
U00083918,33,0.0,1,0.06066735046857519,自然转化型
U00059881,25,1.0,0,0.07787380293315951,自然转化型
U00026639,29,1.0,0,0.09252124836575118,自然转化型
U00041784,28,0.0,1,0.056467636570158686,自然转化型
U00053074,29,0.0,1,0.05478543769275823,自然转化型
U00098753,23,1.0,1,0.07159947399189093,自然转化型
U00023226,34,2.0,0,0.1133706152406084,敏感型
U00031758,28,2.0,1,0.0823822309425579,自然转化型
U00085631,33,5.0,1,0.09765396960844852,自然转化型
U00087248,50,0.0,0,0.0883183270453019,自然转化型
U00030450,23,4.0,0,0.10017451704731317,自然转化型
U00078217,39,6.0,0,0.12165941922308898,敏感型
U00003703,24,4.0,0,0.129941295790171,敏感型
U00060760,36,4.0,0,0.13030245896012077,敏感型
U00054930,19,2.0,0,0.056405736050051836,自然转化型
U00085014,33,3.0,1,0.10436367684978742,敏感型
U00068494,31,4.0,1,0.1429452857593841,敏感型
U00005320,36,1.0,0,0.06658587912996436,自然转化型
U00005007,40,5.0,0,0.10140046567004801,自然转化型
U00004467,38,1.0,1,0.06266316958039822,自然转化型
U00043238,23,3.0,0,0.11298811597023528,敏感型
U00070559,38,4.0,1,0.09336136839998749,自然转化型
U00015865,30,2.0,0,0.07914125454375304,自然转化型
U00070035,22,1.0,1,0.05153226341952383,自然转化型
U00045679,47,0.0,0,0.05347510399964217,自然转化型
U00005954,38,4.0,0,0.12100084942925565,敏感型
U00037249,29,1.0,1,0.08053808578102586,自然转化型
U00056752,32,1.0,1,0.10337592153437339,敏感型
U00088013,20,0.0,0,0.029962522226528482,自然转化型
U00088444,30,1.0,1,0.09572441200460874,自然转化型
U00052543,26,3.0,0,0.15307560883847932,敏感型
U00078783,34,4.0,1,0.12839083050218658,敏感型
U00053929,50,2.0,0,0.1130639827478429,敏感型
U00074955,33,0.0,1,0.062220599573739516,自然转化型
U00073734,32,1.0,0,0.09637608693863714,自然转化型
U00009666,42,3.0,1,0.10198196672479498,自然转化型
U00082824,23,2.0,0,0.06818724714859783,自然转化型
U00038117,26,4.0,1,0.15256707533002195,敏感型
U00072207,23,2.0,0,0.0653466954225149,自然转化型
U00083686,42,3.0,0,0.09319868846864804,自然转化型
U00007473,22,3.0,0,0.11052758383971634,敏感型
U00022406,25,3.0,0,0.13973775073300643,敏感型
U00068502,31,1.0,1,0.07822947534323746,自然转化型
U00032901,22,2.0,0,0.05829977803081152,自然转化型
U00024776,23,4.0,1,0.0912249931607696,自然转化型
U00046936,24,2.0,0,0.06561539614033396,自然转化型
U00049792,24,3.0,0,0.1468979723558217,敏感型
U00098306,33,1.0,0,0.106273620221282,敏感型
U00043435,32,0.0,0,0.05713220681332748,自然转化型
U00024151,31,2.0,0,0.07757502161497307,自然转化型
U00010637,25,3.0,1,0.09882583169958714,自然转化型
U00092205,37,0.0,1,0.054035714795888146,自然转化型
U00041101,37,2.0,1,0.07330015655138758,自然转化型
U00018583,26,0.0,1,0.05554792262227942,自然转化型
U00083615,47,7.0,0,0.10894290659964978,敏感型
U00084587,47,0.0,0,0.07483565401216441,自然转化型
U00011702,37,0.0,1,0.05804759745452909,自然转化型
U00038836,23,6.0,1,0.14325998811798685,敏感型
U00025346,39,3.0,0,0.10994621711714708,敏感型
U00077698,35,8.0,1,0.09988562662855849,自然转化型
U00018032,18,1.0,1,0.07417043294461431,自然转化型
U00098385,37,2.0,1,0.06573950894045766,自然转化型
U00099489,30,2.0,0,0.0718384736246159,自然转化型
U00018584,30,1.0,0,0.08267431233253039,自然转化型
U00010673,25,9.0,0,0.07737975039327527,自然转化型
U00048630,39,0.0,1,0.04287497892235312,自然转化型
U00047082,23,2.0,0,0.05334378629782546,自然转化型
U00008090,27,2.0,0,0.07868620715461183,自然转化型
U00025043,37,0.0,1,0.054035714795888146,自然转化型
U00056781,34,3.0,0,0.08725148655442433,自然转化型
U00048509,21,0.0,0,0.02509355182676537,自然转化型
U00042138,30,3.0,0,0.10898708572199739,敏感型
U00076617,18,1.0,0,0.053983892715193216,自然转化型
U00036768,34,2.0,0,0.07292840314823637,自然转化型
U00038520,37,1.0,1,0.06299989337166673,自然转化型
U00039666,27,4.0,0,0.1578536029494071,敏感型
U00025365,22,2.0,0,0.11155819901215422,敏感型
